canonical_id,fullName,dob,precision,source
b4fb66059bd82743,Brunno Ferreira,1992-11-04,day,sherdog
2dcc031de9b13dcc,Cody Garbrandt,1991-07-07,day,sherdog
d11e3f2e5deb833f,Xiao Long,1998-04-13,day,sherdog
62eb06895e1e4b0b,Donte Johnson,1999-01-25,day,sherdog
8599d31404ff0b34,Ricky Turcios,1993-06-05,day,sherdog
837d7b515e82e17f,Alberto Montes,1994-05-31,day,sherdog
1e6948a1cddd5294,Nyamjargal Tumendemberel,1998-03-22,day,sherdog
31ff758863c6ad36,Jesus Aguilar,1996-03-13,day,sherdog
5a7dee229b27e06c,Rafael Tobias,2003-03-20,day,sherdog
c3fd5865a09e741a,Diyar Nurgozhay,1997-04-22,day,sherdog
8b41d0ebea0c3e18,Luke Fernandez,1995-06-29,day,sherdog
157689fad4e22542,Rodolfo Bellato,1996-02-05,day,sherdog
37ac5668fa9f42aa,Brandon Moreno,1993-12-07,day,sherdog
10a96d52c89b5469,Lone'er Kavanagh,1999-06-09,day,sherdog
8fef39098574c923,Marlon Vera,1992-12-02,day,sherdog
f98cac378dcfb57b,David Martinez,1998-08-03,day,sherdog
17dc8cabd91da5ae,Daniel Zellhuber,1999-07-07,day,sherdog
60f31fb96a24723a,Edgar Chairez,1996-01-27,day,sherdog
91786db82a1d5e55,Felipe Bunes,1989-10-26,day,sherdog
1c33eb78bdc5df39,Imanol Rodriguez,1999-11-15,day,sherdog
c9689833e730c077,Kevin Borjas,1997-12-06,day,sherdog
40a4d73f3a51ca65,Santiago Luna,2004-08-06,day,sherdog
95d8b12e5a21ed5a,Angel Pacheco,1992-01-13,day,sherdog
85a165c98f003923,Ryan Gandra,1995-05-08,day,sherdog
e7adbb01bdaae78c,Ailin Perez,1994-10-05,day,sherdog
882b8b96d9e44fdf,Macy Chiasson,1991-07-27,day,sherdog
1fc339f153e788c3,Cristian Quinonez,1996-04-21,day,sherdog
2dd667d6fae680e2,Kris Moutinho,1992-08-09,day,sherdog
445643aa88ac4486,Douglas Silva de Andrade,1985-06-22,day,sherdog
3c972c6d8123294c,Ernesta Kareckaite,1998-07-05,day,sherdog
acee921186a58206,Erik Silva,1987-03-16,day,sherdog
c212ca8a9b232259,Damian Pinas,2002-03-12,day,sherdog
9583d6bf13318f23,Anthony Hernandez,1993-10-18,day,sherdog
deee560a8bc1dd80,Geoff Neal,1990-08-28,day,sherdog
84ded26cb00e17cf,Uros Medic,1993-04-25,day,sherdog
217d1a9370550d41,Dan Ige,1991-08-06,day,sherdog
e61d510091019852,Serghei Spivac,1995-01-24,day,sherdog
8207b4d862044632,Ante Delija,1990-08-07,day,sherdog
ef56a8f712d971ef,Jacobe Smith,1996-01-17,day,sherdog
c95b1cac8dfd2ae0,Josiah Harrell,1998-11-13,day,sherdog
3278a31624e0082e,Zach Reese,1994-03-24,day,sherdog
b2d0ed4e270b49dc,Michel Pereira,1993-10-06,day,sherdog
b64bdbe0d3e4c9aa,Chidi Njokuani,1988-12-31,day,sherdog
1ca9af9ac078f0ba,Carlos Leal,1994-05-04,day,sherdog
cb862700e7767b56,Ode Osbourne,1992-01-09,day,sherdog
831540ae441a2698,Alibi Idiris,1994-10-22,day,sherdog
201260e3416bc322,Alden Coria,1998-04-24,day,sherdog
89d577014f06908a,Nora Cornolle,1989-12-06,day,sherdog
98199760e1c660be,Ramiz Brahimaj,1992-11-17,day,sherdog
fd2553227e3641fe,Punahele Soriano,1992-11-22,day,sherdog
9a1548c71a7398bf,Phil Rowe,1990-07-18,day,sherdog
12c6b847f7f28593,Jordan Leavitt,1995-06-02,day,sherdog
47dfe6ac6c9121a0,Yadier del Valle,1996-07-29,day,sherdog
2829dc258e48d9ed,Juliana Miller,1996-05-07,day,sherdog
35fd53a02396b4af,Carli Judice,1999-03-02,day,sherdog
fb2821134f28cffd,Mario Bautista,1993-07-01,day,sherdog
aad8e24798f0a89f,Vinicius Oliveira,1995-11-30,day,sherdog
693be865c2fb6f37,Amir Albazi,1993-10-27,day,sherdog
c921a062105cb950,Kyoji Horiguchi,1990-10-12,day,sherdog
c17b1fa1d28c1eea,Jailton Almeida,1991-06-28,day,sherdog
16862aff18bed355,Rizvan Kuniev,1992-03-10,day,sherdog
baf392e288389603,Michal Oleksiejczuk,1995-02-22,day,sherdog
f9f4bfae4f5773bb,Marc-Andre Barriault,1990-02-18,day,sherdog
99142b6b0a8bdbba,Jean Matsumoto,1999-09-09,day,sherdog
6268180e745a1e23,Farid Basharat,1997-08-02,day,sherdog
91199de65226ddd6,Dustin Jacoby,1988-04-04,day,sherdog
98007087a1199703,Julius Walker,1999-07-16,day,sherdog
958dfbfa3ae46b07,Alex Morono,1990-08-16,day,sherdog
1dbb544d1b5ac196,Daniil Donchenko,2001-08-04,day,sherdog
987a31b24ac333ea,Ketlen Souza,1994-08-18,day,sherdog
7192b50e701bd23e,Javid Basharat,1995-09-07,day,sherdog
58cfe90363989b8f,Wang Cong,1992-05-15,day,sherdog
f2a4a3932a91dc1e,Eduarda Moura,1994-02-28,day,sherdog
a991252ad3712030,Muin Gafurov,1996-05-17,day,sherdog
20c8eb11c1c160b9,Jakub Wiklacz,1996-09-10,day,sherdog
fe5b6eb764fa7cf7,Klaudia Sygula,1998-12-30,day,sherdog
29f2d5ce1eef7082,Priscila Cachoeira,1988-08-19,day,sherdog
00ccd78f83230b09,Alexander Volkanovski,1988-09-29,day,sherdog
bf14e890b46e0305,Diego Lopes,1994-12-30,day,sherdog
fc949bd38e5955fc,Dan Hooker,1990-02-13,day,wikidata
baf62b0c8795f506,Benoit Saint Denis,1995-12-18,day,sherdog
4e08ff215f9a5fc0,Rafael Fiziev,1993-03-05,day,sherdog
bd8ee82c2df0d588,Mauricio Ruffy,1996-06-17,day,sherdog
395835d15985848e,Tallison Teixeira,1999-12-07,day,sherdog
55e6fb53d99c550e,Jamie Mullarkey,1994-08-17,day,sherdog
9bb21a6ce26860ff,Billy Elekana,1995-05-28,day,sherdog
ac54fb7dcc875b59,Torrez Finney,1998-10-24,day,sherdog
574a92a70255439d,Oban Elliott,1997-12-19,day,sherdog
b62e595027ceacad,Kaan Ofli,1993-06-19,day,sherdog
9f4cf806ebcfa00e,Keiichiro Nakamura,1998-12-02,day,sherdog
5e66096486783677,Sebastian Szalay,1994-02-03,day,sherdog
d5ebb51288f99cee,Justin Gaethje,1988-11-14,day,sherdog
3495d04b5c109550,Paddy Pimblett,1995-01-03,day,sherdog
bbcaf7b57144df14,Sean O'Malley,1994-10-24,day,sherdog
6e8a5fe4993ba864,Song Yadong,1997-12-02,day,sherdog
957522be7ec72223,Derrick Lewis,1985-02-07,day,sherdog
a47925a4d8ea3a25,Natalia Silva,1997-02-03,day,sherdog
41197a2ac800612c,Rose Namajunas,1992-06-29,day,sherdog
fa859b94c8582c26,Jean Silva,1996-12-13,day,sherdog
6f151471dd180d1e,Umar Nurmagomedov,1996-01-03,day,sherdog
087d5e2b3912bfd6,Deiveson Figueiredo,1987-12-18,day,sherdog
634eda97df9caa0e,Andrey Pulyaev,1997-09-10,day,sherdog
9dd8a4f62f227cb4,Nikita Krylov,1992-03-07,day,sherdog
245f661e52b116c7,Alex Perez,1992-03-21,day,sherdog
b1d7ad470a1f451b,Denzel Freeman,1991-11-10,day,sherdog
dcb9a947c0578d1c,Adam Fugitt,1989-01-12,day,sherdog
22c9882008036ba4,Brandon Royval,1992-08-16,day,sherdog
0cdf094ed2a15c5e,Manel Kape,1993-11-14,day,sherdog
3739a7ad389dcac5,Giga Chikadze,1988-08-25,day,wikidata
600dc8df28333450,Cesar Almeida,1988-03-28,day,sherdog
e180666d3423c42b,Cezary Oleksiejczuk,2000-01-06,day,sherdog
07691b03bb22f0a9,Morgan Charriere,1995-10-26,day,sherdog
3efa6683f90baf91,Kennedy Nzechukwu,1992-06-13,day,sherdog
3fd27e0b217d2b7b,Neil Magny,1987-08-03,day,sherdog
5817d60924c7a7e0,Joanderson Brito,1995-02-11,day,sherdog
984bd4298fe632ae,Isaac Thomson,2002-05-03,day,sherdog
93fc17b97f4b66d2,Sean Sharaf,1993-07-11,day,sherdog
a01276e067ddc553,Luana Santos,2000-04-16,day,sherdog
8fbbef9a4ec1f6cb,Tereza Bleda,2001-11-30,day,sherdog
5ea45965dcdfe486,Merab Dvalishvili,1991-01-10,day,sherdog
e5c5bf33b9961606,Petr Yan,1993-02-11,day,sherdog
491c47c97570c365,Alexandre Pantoja,1990-04-16,day,sherdog
fa09a52adc3f2384,Henry Cejudo,1987-02-09,day,wikidata
2b3745a0444dcd17,Payton Talbott,1998-09-09,day,sherdog
29a6a8a9d3847e14,Jan Blachowicz,1983-02-24,day,sherdog
aec9dc5aff9f4748,Bogdan Guskov,1992-09-12,day,sherdog
aef0ff28e0e41917,Manuel Torres,1995-03-25,day,sherdog
f0427fab32e0994a,Nazim Sadykhov,1994-05-16,day,sherdog
72d51391d67206b8,Fares Ziam,1997-03-21,day,sherdog
e51574999ccf6b8f,Marvin Vettori,1993-09-20,day,sherdog
2361865e12089b38,Edson Barboza,1986-01-21,day,sherdog
e411d4112ff57cb3,Jalin Turner,1995-05-18,day,sherdog
62055b2fd8a10789,Ibo Aslan,1996-04-23,day,sherdog
56adb35526c59c88,Muhammad Naimov,1994-08-07,day,sherdog
96b8d95c6822ab2b,Mairon Santos,2000-06-10,day,sherdog
1c2caae133a1f406,Arman Tsarukyan,1996-10-11,day,sherdog
dd22fdf9ce2b85b6,Belal Muhammad,1988-07-09,day,sherdog
86c8b5612d28c278,Volkan Oezdemir,1989-09-19,day,sherdog
990efe1105080c68,Alonzo Menifield,1987-10-18,day,wikidata
80fe8fdac1ec7339,Jack Hermansson,1988-06-10,day,sherdog
b4e998ae245c303e,Tagir Ulanbekov,1991-07-08,day,sherdog
c15f8ac4d76af53a,Bogdan Grad,1995-09-18,day,sherdog
c265d59bcf8b1327,Nicolas Dalby,1984-11-16,day,wikidata
52e90de4305c8afb,Saygid Izagakhmaev,1994-09-03,day,sherdog
31bcb5ce3debb8df,Asu Almabayev,1994-01-25,day,sherdog
d29f0772d1082463,Bekzat Almakhan,1997-10-08,day,sherdog
d7d6ffc0db64fe1e,Aleksandre Topuria,1996-01-28,day,sherdog
3a0f7fd1dbd0ce0b,Ismail Naurdiev,1996-08-18,day,sherdog
085a46245fae5aeb,Ryan Loder,1991-06-05,day,sherdog
9c6d0c42a7a85b51,Nurullo Aliev,1999-10-16,day,sherdog
fb7eb92e46f18cc6,Marek Bujlo,1992-10-10,day,sherdog
78f73bfd71449931,Islam Makhachev,1991-10-27,day,sherdog
db8b8bd90a46f35f,Valentina Shevchenko,1988-03-07,day,sherdog
934bd39fbb77e527,Zhang Weili,1989-08-13,day,sherdog
5561fca8c897f0bf,Michael Morales,1999-06-24,day,sherdog
e3e2d12252710b60,Leon Edwards,1991-08-25,day,sherdog
9a841327b5d824c6,Bo Nickal,1996-01-14,day,sherdog
aaa797b5b8da777b,Erin Blanchfield,1999-05-04,day,sherdog
f23f5caaf463e283,Tracy Cortez,1993-12-10,day,sherdog
adc254e5ba385928,Kyle Daukaus,1993-02-27,day,sherdog
9676911f60bd8e0e,Chepe Mariscal,1992-10-27,day,sherdog
dddaac197e3946ca,Angela Hill,1988-01-12,day,wikidata
989a52c826c894ee,Fatima Kline,2000-07-12,day,sherdog
81755efcce2cc326,Viacheslav Borshchev,1992-01-08,day,sherdog
1ec908c218b0c556,Matheus Camilo,2001-01-02,day,sherdog
03b527306e0b57c8,Gabriel Bonfim,1997-08-20,day,sherdog
f1bfcaa7394010b5,Matt Schnell,1990-01-15,day,sherdog
f7f904ccafae5749,Joseph Morales,1994-08-22,day,sherdog
f2154a77e666997c,Muslim Salikhov,1984-06-09,day,sherdog
20fbdf9a7df6c950,Ismael Bonfim,1995-12-28,day,sherdog
44b3eeff33faf035,Hyder Amil,1990-05-28,day,sherdog
d42c88019231799d,Jamall Emmers,1989-07-24,day,sherdog
10edabc9cbd7fb2e,Max Gimenis,1993-04-14,day,sherdog
b228d39d964f5931,Tecia Pennington,1989-08-16,day,sherdog
092a12fbdcf12ad3,Denise Gomes,1999-12-30,day,sherdog
e011a97f57726d2d,Miles Johns,1994-03-30,day,sherdog
fe96fd653f562e98,Daniel Marcos,1993-03-07,day,sherdog
a49129adb0dad63b,Steve Garcia,1992-05-22,day,sherdog
5ae43941a38cb123,David Onama,1994-06-07,day,sherdog
541d80991428244f,Jeremiah Wells,1986-10-30,day,sherdog
a7401a8e25c733b5,Isaac Dulgarian,1996-07-04,day,sherdog
d9935a239ea022f2,Daniel Frunza,1994-04-13,day,sherdog
5138742df3096e35,Allan Nascimento,1991-09-11,day,sherdog
e18cfacb68119a4b,Montserrat Conejo Ruiz,1993-02-03,day,sherdog
ede82a372dc9444c,Ariane Carnelossi,1992-11-17,day,sherdog
c84679ced7c8f6a2,Tom Aspinall,1993-04-11,day,sherdog
d405f6e1594c44db,Ciryl Gane,1990-05-06,day,sherdog
1868597de911ab05,Mackenzie Dern,1993-03-24,day,sherdog
07d8dcdbf698e6e0,Aleksandar Rakic,1992-02-06,day,sherdog
f871be2f77817a9f,Nasrat Haqparast,1995-08-22,day,sherdog
331d3f58e32980ad,Ikram Aliskerov,1992-12-07,day,sherdog
aa788df7587f1357,Ludovit Klein,1995-02-22,day,sherdog
c351fa759a6f4223,Valter Walker,1997-12-14,day,sherdog
256d0018d9869d0a,Hamdy Abdelwahab,1993-01-22,day,sherdog
ce9a9453272c9963,Chris Barnett,1986-06-14,day,sherdog
80fff92139ea4fad,Azat Maksum,1995-05-07,day,sherdog
018e6efa6f1415a9,Mitch Raposo,1998-10-16,day,sherdog
1930fd17e9ee8a27,Jaqueline Amorim,1995-06-24,day,sherdog
2ed6f3c1f715f23d,Mizuki,1994-08-19,day,sherdog
58b6dee880eed3f4,Brendan Allen,1995-12-28,day,sherdog
a5430ac842baa304,Aiemann Zahabi,1987-11-19,day,sherdog
0084e6f1dce86e4c,Manon Fiorot,1990-02-17,day,sherdog
c9d2ae98d9f6ab30,Matt Frevola,1990-06-11,day,sherdog
580a21f49d3aaafb,Kyle Prepolec,1989-08-30,day,wikidata
f715b9333acbb20a,Cody Gibson,1987-09-11,day,sherdog
77f853c4d44cbe94,Danny Barlow,1995-08-02,day,sherdog
3285bd6966dffe99,Stephanie Luciano,1999-12-16,day,sherdog
1a133fa4bd27aca5,Tainara Lisboa,1991-03-02,day,sherdog
460b5fa5b94b70bd,Jhonata Diniz,1991-06-23,day,sherdog
df042c10104fc58f,Ricardo Ramos,1995-08-01,day,sherdog
5adc666e571b3cb1,Lucas Almeida,1991-01-31,day,sherdog
98b743255b1f5f64,Irina Alekseeva,1990-06-27,day,sherdog
ee66f8d0ba75975e,Lucas Rocha,2000-08-12,day,sherdog
21a656cdfc9d8398,Karolina Kowalkiewicz,1985-10-15,day,sherdog
d892963e78a574fb,Saimon Oliveira,1991-04-21,day,sherdog
69646a0ad3abb8c7,Magomed Ankalaev,1992-06-02,day,sherdog
a38373934b735770,Alex Pereira,1987-07-07,day,sherdog
bf88971d31a1367b,Cory Sandhagen,1992-04-20,day,sherdog
fe17d41e2b27900b,Patchy Mix,1993-08-16,day,sherdog
f4544d57a0c93b7c,Edmen Shahbazyan,1997-11-20,day,sherdog
74fd8194bb19e2bf,Andre Muniz,1990-02-17,day,sherdog
d8b0f82a920de5ac,Yana Santos,1989-11-11,day,sherdog
e9c6e0620732ca67,Chris Gutierrez,1991-04-22,day,sherdog
2d0d405ad62b34b7,Austin Vanderford,1990-03-21,day,sherdog
f0a323d30b06e3a8,Veronica Hardy,1995-10-30,day,sherdog
545699be41b1d282,Brogan Walker,1989-08-02,day,sherdog
a1fe00d04609986b,Jimmy Crute,1996-03-04,day,sherdog
0aa46064d6a157d1,Jack Jenkins,1993-03-11,day,sherdog
9dd44108e3e1b102,Ramon Taveras,1994-01-09,day,sherdog
be2f4c42148aaa0d,Jake Matthews,1994-08-19,day,sherdog
23819db9f489592d,Tom Nolan,2000-03-08,day,sherdog
5f4c5e8ccdbba00e,Charlie Campbell,1995-06-03,day,sherdog
fda075b76a0a756d,Rolando Bedoya,1997-01-13,day,sherdog
ef4f913e6a99246b,Josias Musasa,1998-10-10,day,sherdog
64d5a5e924312934,Luana Carolina,1993-06-11,day,sherdog
5ffade352e5b635f,Elisha Ellison,1997-03-05,day,sherdog
2b4f0961dd196d20,Loma Lookboonmee,1996-01-18,day,sherdog
be354104b1b893f1,Dustin Stoltzfus,1991-11-15,day,sherdog
92120440fcb28c7e,Diego Ferreira,1985-01-18,day,sherdog
1246b3a3b6fa36e9,Quang Le,1991-10-18,day,sherdog
cf44ab1ffc00f165,Dusko Todorovic,1994-05-19,day,sherdog
13eb15beb712bc60,Claudio Puelles,1996-04-21,day,sherdog
f58b474bf5d86e5f,Joaquim Silva,1989-02-05,day,sherdog
4a39d90a99b006dd,Nassourdine Imavov,1995-03-01,day,sherdog
ec887ad9a414aff9,Paul Craig,1987-11-27,day,sherdog
56e42e6d26cbf604,Rhys McKee,1995-09-10,day,sherdog
488201b31f04d4b7,Kaue Fernandes,1995-03-17,day,sherdog
147266d98ca2813f,Trey Waters,1995-02-21,day,sherdog
86dc7b9318febf9b,Rinat Fakhretdinov,1991-09-28,day,sherdog
81d3fc0435cfe7ac,Zhang Mingyang,1998-08-16,day,sherdog
3f3f90729e314479,Brian Ortega,1991-02-21,day,sherdog
d38d32acdb6c8ac2,Sergei Pavlovich,1992-05-13,day,sherdog
ca1de23adece5efa,Kiefer Crosbie,1990-04-05,day,sherdog
fab54d525f0f2d9d,Maheshate,1999-12-01,day,sherdog
c9b59e3c8b7043f8,Austin Hubbard,1991-12-22,day,sherdog
7635e954d6479094,Westin Wilson,1989-01-24,day,sherdog
14d9402cd3d121ac,Uran Satybaldiev,1994-08-10,day,sherdog
7000b0fb9e20419a,Dricus Du Plessis,1994-01-14,day,sherdog
fef78cb6d5f39398,Jared Cannonier,1984-03-16,day,sherdog
74bb53e7099cb5b9,Kai Asakura,1993-10-31,day,sherdog
e2acd498178b7fbd,Jessica Andrade,1991-09-25,day,sherdog
51e7d13b7f729c50,Drakkar Klose,1988-03-09,day,sherdog
49c2ef91fb4491f6,Iasmin Lucindo,2002-01-08,day,sherdog
a8cd76e59b7c49ab,Christian Rodriguez,1997-12-17,day,sherdog
4ffd2b01b7394143,Toshiomi Kazama,1997-05-15,day,sherdog
bcfa27125bcecc19,Gilbert Urbina,1996-04-05,day,sherdog
8e35a9fe9a57b69f,Julija Stoliarenko,1993-04-08,day,sherdog
db353d75993d42c3,Elves Brener,1997-09-27,day,sherdog
b9df3acc0fbdbbc3,Karol Rosa,1994-12-30,day,sherdog
c2c7b0cf6428c50e,Elizeu Zaleski dos Santos,1986-11-12,day,sherdog
1bd08c84baf0f0e2,Rinya Nakamura,1995-03-23,day,sherdog
72b4261811f6d97c,Nathan Fletcher,1998-01-03,day,sherdog
28061eae5a6884c3,Nick Klein,1995-09-08,day,sherdog
87bd1fc4820e6e6f,Austin Bashi,2001-09-29,day,sherdog
40531c8f39f016fe,Robert Whittaker,1990-12-20,day,sherdog
3a70cd0ddb52f7f7,Marcus McGhee,1990-05-07,day,sherdog
